accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,state
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0,0,0,-0.003834,0.062855,-0.057755,STAND
0.737,-9.066,3.235,-0.003834,0.062855,-0.057755,STAND
0.737,-9.066,3.235,-0.003834,0.062855,-0.057755,STAND
0.737,-9.066,3.235,-0.003834,0.062855,-0.057755,STAND
0.737,-9.066,3.235,-0.003834,0.062855,-0.057755,STAND
0.815,-9.066,3.392,-0.003834,0.062855,-0.057755,STAND
0.815,-8.987,3.314,-0.003834,0.062855,-0.057755,STAND
0.815,-8.987,3.314,-5.58E-04,0.006879,-0.002451,STAND
0.815,-8.987,3.314,-5.58E-04,0.006879,-0.002451,STAND
0.815,-8.987,3.314,-5.58E-04,0.006879,-0.002451,STAND
0.815,-9.066,3.314,-5.58E-04,0.006879,-0.002451,STAND
0.815,-9.066,3.314,0.015353,0.013416,-0.01568,STAND
0.815,-9.066,3.314,0.015353,0.013416,-0.01568,STAND
0.737,-9.066,3.392,0.015353,0.013416,-0.01568,STAND
0.894,-8.987,3.392,0.015353,0.013416,-0.01568,STAND
0.894,-8.987,3.392,0.021244,0.017348,-0.023937,STAND
0.894,-8.987,3.392,0.021244,0.017348,-0.023937,STAND
0.972,-8.987,3.392,0.021244,0.017348,-0.023937,STAND
0.972,-8.987,3.314,0.021244,0.017348,-0.023937,STAND
0.972,-8.987,3.314,0.028765,0.017013,-0.032417,STAND
0.972,-8.987,3.314,0.028765,0.017013,-0.032417,STAND
0.894,-8.987,3.314,0.028765,0.017013,-0.032417,STAND
0.894,-9.066,3.392,0.028765,0.017013,-0.032417,STAND
0.894,-9.066,3.392,0.028967,0.012723,-0.036807,STAND
0.894,-9.066,3.392,0.028967,0.012723,-0.036807,STAND
0.815,-9.066,3.471,0.028967,0.012723,-0.036807,STAND
0.815,-8.987,3.471,0.028967,0.012723,-0.036807,STAND
0.815,-8.987,3.471,0.029891,0.006542,-0.037943,STAND
0.815,-8.987,3.471,0.029891,0.006542,-0.037943,STAND
0.815,-8.987,3.471,0.029891,0.006542,-0.037943,STAND
0.894,-8.987,3.549,0.029891,0.006542,-0.037943,STAND
0.894,-8.987,3.549,0.036388,0.0035,-0.032611,STAND
0.894,-8.987,3.549,0.036388,0.0035,-0.032611,STAND
0.894,-8.909,3.549,0.036388,0.0035,-0.032611,STAND
0.972,-8.909,3.392,0.036388,0.0035,-0.032611,STAND
0.972,-8.909,3.392,0.049901,0.004362,-0.033824,STAND
0.972,-8.909,3.392,0.049901,0.004362,-0.033824,STAND
0.894,-8.987,3.392,0.049901,0.004362,-0.033824,STAND
0.815,-9.066,3.471,0.049901,0.004362,-0.033824,STAND
0.815,-9.066,3.471,0.052316,-0.001027,-0.036438,STAND
0.815,-9.066,3.471,0.052316,-0.001027,-0.036438,STAND
0.815,-9.066,3.392,0.052316,-0.001027,-0.036438,STAND
0.815,-8.987,3.392,0.052316,-0.001027,-0.036438,STAND
0.815,-8.987,3.392,0.052947,-0.005937,-0.031145,STAND
0.815,-8.987,3.392,0.052947,-0.005937,-0.031145,STAND
0.894,-9.066,3.392,0.052947,-0.005937,-0.031145,STAND
0.894,-9.066,3.471,0.052947,-0.005937,-0.031145,STAND
0.894,-9.066,3.471,0.047625,-0.011223,-0.020939,STAND
0.894,-9.066,3.471,0.047625,-0.011223,-0.020939,STAND
0.815,-9.066,3.549,0.047625,-0.011223,-0.020939,STAND
0.894,-8.987,3.549,0.047625,-0.011223,-0.020939,STAND
0.894,-8.987,3.549,0.044394,-0.019527,-0.011964,STAND
0.894,-8.987,3.549,0.044394,-0.019527,-0.011964,STAND
0.894,-8.987,3.471,0.044394,-0.019527,-0.011964,STAND
0.894,-8.909,3.314,0.044394,-0.019527,-0.011964,STAND
0.894,-8.909,3.314,0.043262,-0.026816,-0.004898,STAND
0.894,-8.909,3.314,0.043262,-0.026816,-0.004898,STAND
0.815,-8.83,3.314,0.043262,-0.026816,-0.004898,STAND
0.815,-8.909,3.235,0.043262,-0.026816,-0.004898,STAND
0.815,-8.909,3.235,0.032061,-0.041321,0.002713,STAND
0.815,-8.909,3.235,0.032061,-0.041321,0.002713,STAND
0.894,-8.909,3.314,0.032061,-0.041321,0.002713,STAND
0.972,-8.987,3.471,0.032061,-0.041321,0.002713,STAND
0.972,-8.987,3.471,0.025399,-0.047803,0.01264,STAND
