accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,state
-0.7741210937499999,-9.43337109375,1.78462890625,0.01247021875,-0.020279328125,0.0013860234375,STAND
-0.7590820312500001,-9.4413359375,1.766234375,0.00148812890625,-0.017444828125,-0.00215562109375,STAND
-0.7265703125,-9.446578125000002,1.73708203125,-0.009374734375,-0.0166305,-0.0050441093749999995,STAND
-0.691625,-9.455800781250002,1.71775390625,-0.010947777343750001,-0.01582577734375,-0.00906585546875,STAND
-0.64715625,-9.4613359375,1.69016015625,-0.0109132578125,-0.018141820312499998,-0.01136984375,STAND
-0.6026835937499999,-9.469000000000001,1.65979296875,-0.012900140625,-0.016775300781250002,-0.01482765625,STAND
-0.5717304687500001,-9.476964843750002,1.6220859375,-0.0135459375,-0.01246934375,-0.015829515625000002,STAND
-0.53433984375,-9.4898515625,1.5773476562500002,-0.0171207890625,-0.00891173828125,-0.01382015625,STAND
-0.51809765625,-9.50209375,1.54176953125,-0.01805471875,-0.014828781249999999,-0.0117623125,STAND
-0.5009375,-9.50977734375,1.51448046875,-0.015020078125000001,-0.00599434375,-0.00704219921875,STAND
-0.477015625,-9.50976953125,1.49884765625,-0.011471859375,0.0030939218750000003,-0.008465578125,STAND
-0.46076171875,-9.507320312500001,1.4979375,-0.00673241015625,0.0066257578125,-0.00930713671875,STAND
-0.4558359375,-9.505484375,1.50100390625,0.000759171875,0.010281007812500001,-0.0086174609375,STAND
-0.4641171875,-9.499621093750001,1.51020703125,0.0019227109374999997,0.004511546875,-0.0027566796875,STAND
-0.48648437499999997,-9.4981015625,1.52001953125,0.00369475,0.010443953124999999,0.0034488125,STAND
-0.5171679687499999,-9.49717578125,1.53965234375,0.006078265625,0.01542819921875,0.0056002734375,STAND
-0.5511796875,-9.486761718750001,1.560484375,0.0083627421875,0.011402046875,0.011385757812500001,STAND
-0.581515625,-9.476328125,1.5834765625,0.009794199218749999,0.0082941171875,0.01238355078125,STAND
-0.61521484375,-9.46775390625,1.605234375,0.009965390624999999,0.011126359375,0.01205615625,STAND
-0.63697265625,-9.47296875,1.6208749999999998,0.0086267265625,0.00400592578125,0.01069828125,STAND
-0.6627421875,-9.466531250000001,1.6361796874999999,0.0060260078125,-0.0060179609375,0.011066445312500001,STAND
-0.67746484375,-9.46714453125,1.654578125,0.00694270703125,-0.015869761718749997,0.012977226562500001,STAND
-0.7062890625,-9.45854296875,1.66683203125,0.0052974843750000005,-0.01882353125,0.0115314375,STAND
-0.71517578125,-9.46315234375,1.6653203125,0.00337394921875,-0.023029648437499998,0.01346616015625,STAND
-0.7164101562499999,-9.462515625,1.6693046875,-0.0006224531250000001,-0.0271891875,0.0086650078125,STAND
-0.7293007812500001,-9.46158984375,1.6643984375,-0.00173991796875,-0.02859841015625,0.0081980234375,STAND
-0.727453125,-9.465250000000001,1.64937109375,-0.00331275,-0.014351906250000001,0.005788140625,STAND
-0.71580078125,-9.4686171875,1.6407890625,-0.00490826953125,-0.0070313945312499996,0.00047052343749999997,STAND
-0.7032421875,-9.4673828125,1.6493828125,-0.0025938124999999998,-0.005350890625,-0.0040671953125,STAND
-0.7047890625000001,-9.465843750000001,1.654609375,0.0017666953124999998,-0.00043047265624999954,-0.00260292578125,STAND
-0.6974296875000001,-9.46246484375,1.6543046875,0.0013555312499999997,0.004577203125,-0.002096078125,STAND
-0.68851953125,-9.46555078125,1.6521601562500001,0.0006900820312499997,0.013819000000000001,-0.00571141015625,STAND
-0.6722812499999999,-9.469218750000001,1.656765625,0.0009386406249999997,0.0136436015625,-0.0062643984375,STAND
-0.65448046875,-9.46553515625,1.6656367187499999,0.0026668164062499996,0.01488326953125,-0.0098180625,STAND
-0.6336171875,-9.46646875,1.669015625,0.00416534375,0.017656250000000002,-0.010445109374999999,STAND
-0.6084492187499999,-9.465851562500001,1.67209375,0.0027994609374999996,0.014707207031249999,-0.0115200234375,STAND
-0.5814648437500001,-9.46616015625,1.6797421875,0.0022117499999999997,0.002883640625,-0.0113714296875,STAND
-0.56645703125,-9.46892578125,1.67636328125,0.0014293124999999998,-0.0060333867187500004,-0.00919209375,STAND
-0.5444023437500001,-9.46678125,1.6607265625,-0.00207253125,-0.0071429843750000005,-0.00530603125,STAND
-0.51619140625,-9.473234375,1.64813671875,-0.005455453125000001,-0.008652421875,-0.00829216796875,STAND
-0.48582421875,-9.4790703125,1.6352734375,-0.0050830078125,-0.0050773125,-0.01017228125,STAND
-0.46069531249999995,-9.479984375,1.60827734375,-0.0072856953125,-0.005711796874999999,-0.01072483203125,STAND
-0.43308984375,-9.48797265625,1.57239453125,-0.011436234375000002,-0.008529296875,-0.0106454375,STAND
-0.4131875,-9.4941328125,1.52151953125,-0.0159511328125,-0.00202275,-0.0098113046875,STAND
-0.39755468749999995,-9.500578125,1.47674609375,-0.0191305703125,0.0027798750000000002,-0.009230523437499999,STAND
-0.38562109375,-9.500886718750001,1.43625,-0.018774625,0.0020589921875000007,-0.0071623749999999995,STAND
-0.3788984375,-9.506730468750002,1.3942617187500002,-0.017326796874999998,0.0014191250000000005,-0.00530971875,STAND
-0.37367578125,-9.51226171875,1.35962890625,-0.016640242187499998,0.0031739960937500005,-0.0041643828125,STAND
-0.37151562499999996,-9.52300390625,1.3268125000000002,-0.01364646875,0.010719507812500001,-0.00435903125,STAND
-0.37027343749999997,-9.52853125,1.2887890625,-0.014553851562500001,0.0127509453125,-0.0032766328124999994,STAND
-0.3767265625,-9.528828125,1.2535273437499999,-0.015300343749999999,0.0034632656250000006,-0.0005689999999999998,STAND
-0.38192578125,-9.53252734375,1.2234921875,-0.01471829296875,-0.0006082656249999996,0.0024009062500000003,STAND
-0.405546875,-9.53404296875,1.1993125,-0.012540250000000001,-0.002019,0.00430075,STAND
